unit,name,kind,risk_or_virtue_consistency,risk_or_virtue_consistency_score,risk_virtue_predominance,risk_virtue_generality,risk_virtue_company_consistency,companies,distinct_documents
category,Fairness,virtue,Inconsistent,0.1422,0.1544,0.1443,0.1279,2,2
category,General Harms,virtue,Inconsistent,0.1685,0.1691,0.0169,0.3195,2,3
category,Harmful Content,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Harmlessness,virtue,Inconsistent,0.2749,0.3199,0.0635,0.4412,3,9
category,Helpfulness,virtue,Consistent,0.4786,0.7904,0.0854,0.5598,7,24
category,Helpfulness | Honesty | Harmlessness,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
category,Honesty,virtue,Inconsistent,0.3707,0.5478,0.0452,0.519,5,16
category,Knowledge,virtue,Inconsistent,0.1367,0.1544,0.0,0.2556,2,2
category,Language,virtue,Inconsistent,0.2679,0.3382,0.0619,0.4035,4,6
category,Non-accredited Knowledge,virtue,Inconsistent,0.1588,0.1691,0.103,0.2043,2,3
category,Other: Epistemic autonomy,virtue,Inconsistent,0.1757,0.0772,0.2,0.25,1,1
category,Other: interpretability,virtue,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
category,Other: model improvement from user interactions,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
category,Other: model training and improvement,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
category,Other: refusal tone,virtue,Inconsistent,0.1692,0.0919,0.2,0.2157,1,2
category,Other: user-directed model adaptation,virtue,Inconsistent,0.2035,0.0772,0.2,0.3333,1,1
category,Personality,virtue,Inconsistent,0.2264,0.2757,0.0173,0.3862,3,6
category,Political Bias,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
category,Political Neutrality,virtue,Inconsistent,0.257,0.3676,0.0784,0.3251,4,8
category,Reasoning,virtue,Inconsistent,0.2133,0.2463,0.051,0.3426,3,4
category,Rhetoric,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
category,Safety,virtue,Consistent,0.4946,0.8493,0.0959,0.5388,7,28
category,Transparency,virtue,Inconsistent,0.1384,0.2316,0.0149,0.1686,3,3
category,Writing,virtue,Inconsistent,0.2285,0.0772,0.2,0.4083,1,1
thematic,Behavioral alignment & control,risk,Consistent,0.6815,1.0,0.1818,0.8627,8,108
thematic,Capability & performance,risk,Inconsistent,0.3355,0.4559,0.0475,0.503,4,14
thematic,Catastrophic & security risks,risk,Consistent,0.6399,1.0,0.1862,0.7335,8,98
thematic,Content safety & misuse,risk,Consistent,0.7342,1.0,0.2777,0.925,8,126
thematic,Economic & institutional effects,risk,Inconsistent,0.1267,0.0772,0.2,0.1028,1,1
thematic,Epistemic integrity,risk,Consistent,0.6788,1.0,0.1457,0.8908,8,79
thematic,General / cross-cutting,risk,Inconsistent,0.3212,0.5662,0.0624,0.3351,6,13
thematic,Human wellbeing & interaction,risk,Inconsistent,0.4047,0.5735,0.101,0.5395,4,22
thematic,Political & civic integrity,risk,Inconsistent,0.4187,0.4081,0.2526,0.5955,3,15
thematic,"Privacy, rights & provenance",risk,Consistent,0.6833,1.0,0.2376,0.8122,8,60
thematic,Societal harms & equity,risk,Consistent,0.6519,1.0,0.1183,0.8375,8,88
thematic,Behavioral alignment & control,virtue,Consistent,0.6257,1.0,0.0991,0.778,8,58
thematic,Capability & performance,virtue,Inconsistent,0.3262,0.3971,0.0724,0.5091,4,10
thematic,Catastrophic & security risks,virtue,Inconsistent,0.1434,0.0772,0.2,0.1529,1,1
thematic,Content safety & misuse,virtue,Inconsistent,0.1925,0.2463,0.0838,0.2473,3,4
thematic,Epistemic integrity,virtue,Consistent,0.5307,0.8456,0.066,0.6806,6,32
thematic,General / cross-cutting,virtue,Inconsistent,0.2289,0.386,0.0151,0.2856,5,5
thematic,Human wellbeing & interaction,virtue,Inconsistent,0.2264,0.2757,0.0173,0.3862,3,6
thematic,Political & civic integrity,virtue,Inconsistent,0.2568,0.3676,0.0776,0.3251,4,8
thematic,Societal harms & equity,virtue,Inconsistent,0.2543,0.4154,0.0409,0.3067,5,7
