unit,company,name,kind,risk_or_virtue_constancy,risk_or_virtue_constancy_score,risk_virtue_definition_similarity,risk_virtue_document_recurrence,risk_virtue_temporal_persistence,distinct_documents,years
item,OpenAI,Protected Class Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Protected-Class Hate,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Pseudoscience Critiques,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Racing To AGI,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Racist Roleplay,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Reasoning Change Inference,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Reasoning Compression,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Reasoning Errors,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Reasoning Obfuscation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Red Teaming Limits,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Reduced Harmfulness,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Regulated Advice Safe Completions,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Representational Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Response Style Guidelines,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Restricted Content Categories,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Restricted Licensed Code,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Reward Exploitation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Reward Hacking,risk,Variable,0.2732,0.1092,0.3544,0.5,7,2023 2025 2026
item,OpenAI,Reward Misspecification,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Rogue Replication,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Romantic Roleplay With Minors,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Rubric Reliability,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Sabotage,risk,Variable,0.2211,0.1462,0.2532,0.3333,5,2025 2026
item,OpenAI,Safe AGI Development,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Safe And Accurate,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Safe Completions,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Safeguard Undermining,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Safety,virtue,Variable,0.0993,0.0962,0.1013,0.3333,2,2022 2025
item,OpenAI,Safety Content Policies,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Safety Training Tests,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Sandbagging,risk,Variable,0.2825,0.1252,0.4557,0.3333,9,2025 2026
item,OpenAI,Scalable Oversight,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Scheming,risk,Variable,0.259,0.1518,0.3544,0.3333,7,2024 2025
item,OpenAI,Self-Awareness,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Self-Exfiltration Or Sabotage,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Self-Harm,risk,Variable,0.4077,0.216,0.5063,0.6667,10,2023 2024 2025 2026
item,OpenAI,Self-Harm Encouragement,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Self-Harm Imagery,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Self-Harm Instructions,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Self-Harm Intent,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Self-Harm Safe Completions,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Self-Improvement,risk,Variable,0.1366,0.1601,0.1519,0.1667,3,2025
item,OpenAI,Self-Preference Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Sensitive Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Sensitive Attribute Inference,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Sensitive Information,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Sensitive Personal Information,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Sensitive Trait Attribution,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Serious Safety Problems,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Service Improvement Use,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Severe Harm,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Severe Misalignment,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Sexual Content,risk,Variable,0.4082,0.3699,0.4051,0.5,8,2023 2025 2026
item,OpenAI,Sexual Exploitation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Sexual Minors,risk,Variable,0.2991,0.2802,0.3038,0.3333,6,2025 2026
item,OpenAI,Sexual Or Violent Roleplay,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Sexually Explicit Jailbreaks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Shortcut Inference,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Shutdown Tampering,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Situational Awareness,risk,Variable,0.0993,0.0962,0.1013,0.3333,2,2025 2026
item,OpenAI,Social Engineering Automation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Societal Bias Harm,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Societal Catastrophic Risks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Societal Disruption,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Socio-Economic Risks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Software Vulnerabilities,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Spam Promotions,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Speaker Identification,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Special Interest Manipulation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Sponsored Discontent,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Spreading Misinformation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Stereotyped Selections,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Strategic Benchmark Gaming,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Strategic Deception,risk,Variable,0.1728,0.1795,0.1519,0.3333,3,2025 2026
item,OpenAI,Strategic Sandbagging,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Suicidal Intent,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Suicide Encouragement,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Sycophancy,risk,Variable,0.2288,0.2028,0.2025,0.3333,4,2023 2025
item,OpenAI,System Prompt Extraction,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,System Safeguards,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,System-Level Protections,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,System-Level Safeguard Testing,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Tacit Knowledge,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Targeted Harassment,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Targeted Political Persuasion,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Task Completion Misrepresentation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Task Scams,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Teen Safety,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Think Less Attack,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Threat Actors,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Tool Deception,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Toxic Generations,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Toxic Outputs,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Training Contamination,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Training Data Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Training Data Contamination,risk,Variable,0.0932,0.0764,0.1013,0.3333,2,2025 2026
item,OpenAI,Training Data Face Memorization,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Training Data Personal Information,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Training Data Regurgitation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Transcription Factor Binding Site Design,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Transformation Exceptions,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Trolling and Fake Accounts,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Truthfulness,virtue,Variable,0.0469,0.0,0.1013,0.1667,2,2022
item,OpenAI,Unauthorized Voice Generation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Unclear Risks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Undermining Human Relationships,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Underrepresented Languages,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Ungrounded Inferences,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Uninformed Participants,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Unintended Code Behavior,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2022
item,OpenAI,Universal Jailbreaks,risk,Variable,0.0767,0.097,0.1013,0.1667,2,2026
item,OpenAI,Unknown Unknowns,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Unsafe Cyber Outputs,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Untrusted Data,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Unvetted Agentic AI,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Urgent Health Advice,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Urgent Health Consensus,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,User Alignment,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,User Confirmations,virtue,Variable,0.3541,1.0,0.1013,0.1667,2,2026
item,OpenAI,User Deception,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,User Intent Alignment,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,User Intent Inference,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,User Invalidation,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,User Pandering,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Valid Solution Paths,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Violence,risk,Variable,0.3362,0.2491,0.3544,0.5,7,2023 2025 2026
item,OpenAI,Violence And Self-Harm,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Violence Instructions,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Violent Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,"Violent, Abusive, or Hateful Imagery",risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Violent Attack Planning,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Violent Crime,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
item,OpenAI,Violent Extremism,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Violent Hate Content,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2023
item,OpenAI,Violent Illegal Activities,risk,Variable,0.0469,0.0,0.1013,0.1667,2,2026
item,OpenAI,Voice Cloning,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Voice Input Bias,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2024
item,OpenAI,Warmth and Naturalness,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,OpenAI,Wet Lab Capabilities,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
item,xAI,Abuse Potential,risk,Constant,0.4563,0.2512,1.0,0.3333,3,2025
item,xAI,Age-Inappropriate Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Agentic Abuse,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Chemical And Biological Weapons,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Bioweapons,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,CBRN,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Chemical/Biological Knowledge,risk,Variable,0.337,0.4303,0.6667,0.3333,2,2025
item,xAI,Child Sexual Abuse,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Critical Infrastructure Attacks,risk,Constant,0.5026,0.9694,0.6667,0.3333,2,2025
item,xAI,Cyber Capabilities,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Cyber Agents,risk,Variable,0.3901,0.6035,0.6667,0.3333,2,2025
item,xAI,Cyber Knowledge,risk,Constant,0.512,1.0,0.6667,0.3333,2,2025
item,xAI,Cyber Weapons,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Deception,risk,Constant,0.5484,0.2928,1.0,0.3333,7,2025
item,xAI,Dual-Use Weapons Development,risk,Constant,0.512,1.0,0.6667,0.3333,2,2025
item,xAI,Factual Accuracy,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,xAI,Fraud And Abuse,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Hallucinations,risk,Variable,0.2503,0.0,0.6667,0.6667,2,2025 2026
item,xAI,Harmful Training Data,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Inaccurate Facts,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Jailbreaks,risk,Constant,0.5837,0.223,1.0,0.6667,6,2025 2026
item,xAI,Loss of Control,risk,Variable,0.3444,0.4546,0.6667,0.3333,2,2025
item,xAI,Malicious Use,risk,Variable,0.2241,0.063,0.6667,0.3333,2,2025
item,xAI,Malicious Use Or Loss Of Control,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Model Improvement,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Model Information Theft,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Objectionable Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Offensive Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Offensive Cyber Operations,risk,Constant,0.4966,0.95,0.6667,0.3333,2,2025
item,xAI,Oversight Evasion,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Personal Misinformation,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Persuasion,risk,Constant,0.512,1.0,0.6667,0.3333,2,2025
item,xAI,Persuasiveness,risk,Constant,0.512,1.0,0.6667,0.3333,2,2025
item,xAI,Political Bias,risk,Variable,0.2048,0.0,0.6667,0.3333,2,2025
item,xAI,Prompt Injection,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Refusals,risk,Variable,0.2307,0.0845,0.6667,0.3333,2,2025
item,xAI,Restricted CBRN Knowledge,risk,Constant,0.512,1.0,0.6667,0.3333,2,2025
item,xAI,Safety Compliance,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Sensitive Personal Data,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,Stylistic Control,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2026
item,xAI,Sycophancy,risk,Constant,0.5245,0.2396,1.0,0.3333,6,2025
item,xAI,Training Data Use,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,User Content Training,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
item,xAI,WMD Proliferation,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,Anthropic,Abuse potential,risk,Constant,0.5569,0.0154,1.0,1.0,6,2023 2024 2025 2026
category,Anthropic,Autonomy,risk,Constant,0.5849,0.0775,1.0,1.0,11,2023 2024 2025 2026
category,Anthropic,Bias,risk,Constant,0.6227,0.1616,1.0,1.0,8,2023 2024 2025 2026
category,Anthropic,CBRN,risk,Constant,0.594,0.2088,1.0,0.75,9,2024 2025 2026
category,Anthropic,Child Safety,risk,Constant,0.7712,0.4916,1.0,1.0,9,2023 2024 2025 2026
category,Anthropic,Child Sexual Abuse,risk,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Compliance,risk,Variable,0.1536,0.0,0.5,0.25,2,2025
category,Anthropic,Copyright Infringement,risk,Variable,0.1174,0.3,0.25,0.25,1,2025
category,Anthropic,Cybersecurity,risk,Constant,0.5472,0.1049,1.0,0.75,10,2024 2025 2026
category,Anthropic,Deception,risk,Constant,0.4658,0.0352,1.0,0.5,7,2025 2026
category,Anthropic,Discriminatory Content,risk,Constant,0.527,0.06,1.0,0.75,4,2023 2024 2026
category,Anthropic,Encouraging Mental Illness,risk,Variable,0.2052,0.057,0.5,0.5,2,2025 2026
category,Anthropic,Factuality,risk,Variable,0.1174,0.3,0.25,0.25,1,2024
category,Anthropic,Falsehoods,risk,Variable,0.3174,0.0132,0.75,0.5,3,2023 2024
category,Anthropic,General,risk,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,General Harms,risk,Constant,0.4604,0.0231,1.0,0.5,4,2025 2026
category,Anthropic,Hallucinations,risk,Constant,0.5777,0.0615,1.0,1.0,4,2023 2024 2025 2026
category,Anthropic,Harassment,risk,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Harmful Content,risk,Constant,0.5327,0.0726,1.0,0.75,6,2023 2025 2026
category,Anthropic,Harmlessness,risk,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Illegal Activities,risk,Variable,0.3629,0.0196,0.75,0.75,3,2023 2024 2026
category,Anthropic,Incoherence,risk,Variable,0.1174,0.3,0.25,0.25,1,2025
category,Anthropic,Incompleteness,risk,Variable,0.1174,0.3,0.25,0.25,1,2025
category,Anthropic,Jailbreaking,risk,Constant,0.6398,0.1995,1.0,1.0,10,2023 2024 2025 2026
category,Anthropic,Malicious Training,risk,Constant,0.5833,0.2962,1.0,0.5,4,2025 2026
category,Anthropic,Misalignment,risk,Constant,0.556,0.1244,1.0,0.75,8,2023 2025 2026
category,Anthropic,Misuse,risk,Variable,0.3649,0.136,0.75,0.5,3,2024 2025
category,Anthropic,Over-refusal,risk,Constant,0.6219,0.1598,1.0,1.0,8,2023 2024 2025 2026
category,Anthropic,Persuasion,risk,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Political Bias,risk,Constant,0.6205,0.3789,1.0,0.5,6,2025 2026
category,Anthropic,Privacy,risk,Variable,0.1944,0.1328,0.5,0.25,2,2026
category,Anthropic,Representational Bias,risk,Variable,0.1877,0.0,0.5,0.5,2,2025 2026
category,Anthropic,Reward Hacking,risk,Constant,0.5818,0.293,1.0,0.5,6,2025 2026
category,Anthropic,Sycophancy,risk,Constant,0.4961,0.1023,1.0,0.5,4,2025 2026
category,Anthropic,Toxicity,risk,Variable,0.1174,0.3,0.25,0.25,1,2023
category,Anthropic,Violent Content,risk,Variable,0.1877,0.0,0.5,0.5,2,2023 2024
category,Anthropic,Anti-discrimination,virtue,Variable,0.1174,0.3,0.25,0.25,1,2023
category,Anthropic,Appropriate Harmlessness,virtue,Variable,0.2076,0.0648,0.5,0.5,2,2023 2025
category,Anthropic,Compliance,virtue,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Corrigibility,virtue,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Diversity,virtue,Variable,0.1174,0.3,0.25,0.25,1,2023
category,Anthropic,Ethics,virtue,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Factuality,virtue,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Harmlessness,virtue,Constant,0.568,0.1512,1.0,0.75,7,2023 2025 2026
category,Anthropic,Helpfulness,virtue,Constant,0.631,0.291,1.0,0.75,6,2023 2025 2026
category,Anthropic,Helpfulness | Honesty | Harmlessness,virtue,Variable,0.1174,0.3,0.25,0.25,1,2024
category,Anthropic,Honesty,virtue,Constant,0.5264,0.0587,1.0,0.75,7,2023 2025 2026
category,Anthropic,Other: Epistemic autonomy,virtue,Variable,0.1174,0.3,0.25,0.25,1,2026
category,Anthropic,Political Neutrality,virtue,Variable,0.1174,0.3,0.25,0.25,1,2023
category,Anthropic,Safety,virtue,Variable,0.2847,0.0401,0.75,0.25,3,2025
category,Anthropic,Transparency,virtue,Variable,0.1174,0.3,0.25,0.25,1,2026
category,DeepSeek,Abuse potential,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,Bias,risk,Variable,0.2844,0.1109,0.6667,0.6667,2,2024 2025
category,DeepSeek,Child Safety,risk,Variable,0.2116,0.0222,0.6667,0.3333,2,2026
category,DeepSeek,Compliance,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,Copyright Infringement,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2024
category,DeepSeek,Cybersecurity,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,Deception,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,Discriminatory Content,risk,Variable,0.2503,0.0,0.6667,0.6667,2,2024 2026
category,DeepSeek,Factuality,risk,Variable,0.2611,0.0354,0.6667,0.6667,2,2024 2026
category,DeepSeek,Falsehoods,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,General Harms,risk,Variable,0.2503,0.0,0.6667,0.6667,2,2024 2026
category,DeepSeek,Hallucinations,risk,Variable,0.2048,0.0,0.6667,0.3333,2,2024
category,DeepSeek,Harassment,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,Harmful Content,risk,Variable,0.2634,0.0426,0.6667,0.6667,2,2024 2025
category,DeepSeek,Illegal Activities,risk,Constant,0.458,0.1076,1.0,0.6667,3,2024 2026
category,DeepSeek,Incompleteness,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2024
category,DeepSeek,Jailbreaking,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,DeepSeek,Multilingual incoherences,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,DeepSeek,Over-refusal,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,DeepSeek,Privacy,risk,Variable,0.4332,0.0436,1.0,0.6667,3,2024 2026
category,DeepSeek,Quality Loss,risk,Variable,0.2503,0.0,0.6667,0.6667,2,2024 2025
category,DeepSeek,Reward Hacking,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,DeepSeek,Sexual Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,Violent Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,Anti-discrimination,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2024
category,DeepSeek,Factuality,virtue,Variable,0.2048,0.0,0.6667,0.3333,2,2025
category,DeepSeek,Harmlessness,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2024
category,DeepSeek,Helpfulness,virtue,Constant,0.5091,0.0572,1.0,0.6667,6,2024 2025
category,DeepSeek,Honesty,virtue,Variable,0.2503,0.0,0.6667,0.6667,2,2024 2025
category,DeepSeek,Language,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,DeepSeek,Other: model training and improvement,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,DeepSeek,Reasoning,virtue,Variable,0.2553,0.1643,0.6667,0.3333,2,2025
category,DeepSeek,Safety,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2024
category,Google,Abuse potential,risk,Variable,0.1758,0.0979,0.3429,0.2,3,2025
category,Google,Autonomy,risk,Constant,0.4959,0.0575,1.0,0.6,9,2016 2024 2025
category,Google,Bias,risk,Constant,0.5778,0.0618,1.0,1.0,14,2016 2023 2024 2025 2026
category,Google,CBRN,risk,Constant,0.5324,0.2276,1.0,0.4,10,2024 2025
category,Google,Child Safety,risk,Constant,0.621,0.3356,1.0,0.6,9,2024 2025 2026
category,Google,Child Sexual Abuse,risk,Constant,0.6885,0.5523,0.9143,0.6,8,2024 2025 2026
category,Google,Compliance,risk,Variable,0.1092,0.0,0.2286,0.4,2,2025 2026
category,Google,Copyright Infringement,risk,Variable,0.2699,0.252,0.3429,0.4,3,2024 2026
category,Google,Cybersecurity,risk,Constant,0.5322,0.0494,1.0,0.8,14,2016 2024 2025 2026
category,Google,Deception,risk,Variable,0.3391,0.2202,0.5714,0.2,5,2025
category,Google,Discriminatory Content,risk,Constant,0.6138,0.3195,1.0,0.6,14,2024 2025 2026
category,Google,Encouraging Mental Illness,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
category,Google,Factuality,risk,Variable,0.1083,0.0857,0.2286,0.2,2,2026
category,Google,Falsehoods,risk,Variable,0.4484,0.1075,0.8,0.6,7,2023 2024 2025
category,Google,General,risk,Variable,0.1092,0.0,0.2286,0.4,2,2025 2026
category,Google,General Harms,risk,Constant,0.4984,0.0408,0.8,1.0,7,2016 2023 2024 2025 2026
category,Google,Hallucinations,risk,Constant,0.6552,0.4116,1.0,0.6,13,2023 2024 2025
category,Google,Harassment,risk,Constant,0.6524,0.4054,1.0,0.6,11,2024 2025 2026
category,Google,Harmful Content,risk,Constant,0.5446,0.1658,1.0,0.6,24,2024 2025 2026
category,Google,Illegal Activities,risk,Variable,0.3151,0.0779,0.4571,0.6,4,2024 2025 2026
category,Google,Incompleteness,risk,Variable,0.0926,0.3,0.1143,0.2,1,2023
category,Google,Jailbreaking,risk,Variable,0.363,0.0956,0.6857,0.4,6,2024 2025
